table	source_index	columns	unique	partial	disposition	target_evidence
reservation_submissions	idx_reservation_submissions_customer_id	customer_id	0	0	retain named index	CREATE INDEX `idx_reservation_submissions_customer_id` ON `reservation_submissions` (`customer_id`)
reservation_submissions	sqlite_autoindex_reservation_submissions_1	id	1	0	retain named index	
resource_localizations	resource_localizations_org_site_resource_locale_unique	organization_id,site_id,resource_type,resource_id,locale	1	0	retain named index	CREATE UNIQUE INDEX `resource_localizations_org_site_resource_locale_unique` ON `resource_localizations` (`organization_id`,`site_id`,`resource_type`,`resource_id`,`locale`)
resource_localizations	resource_localizations_resource_idx	resource_type,resource_id	0	0	retain named index	CREATE INDEX `resource_localizations_resource_idx` ON `resource_localizations` (`resource_type`,`resource_id`)
resource_localizations	resource_localizations_site_locale_type_idx	site_id,locale,resource_type	0	0	retain named index	CREATE INDEX `resource_localizations_site_locale_type_idx` ON `resource_localizations` (`site_id`,`locale`,`resource_type`)
resource_localizations	resource_localizations_site_locale_route_unique	site_id,locale,route_path	1	1	retain named index	CREATE UNIQUE INDEX `resource_localizations_site_locale_route_unique` ON `resource_localizations` (`site_id`,`locale`,`route_path`) WHERE route_path IS NOT NULL
resource_localizations	sqlite_autoindex_resource_localizations_1	id	1	0	retain named index	
review_requests	review_requests_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `review_requests_organization_id_idx` ON `review_requests` (`organization_id`)
review_requests	idx_review_requests_send_due	site_id,first_sent_at,reminder_sent_at,submitted_at,expires_at	0	0	retain named index	CREATE INDEX `idx_review_requests_send_due` ON `review_requests` (`site_id`,`first_sent_at`,`reminder_sent_at`,`submitted_at`,`expires_at`)
review_requests	idx_review_requests_active_booking_unique	site_id,booking_type,booking_id	1	1	retain named index	CREATE UNIQUE INDEX `idx_review_requests_active_booking_unique` ON `review_requests` (`site_id`,`booking_type`,`booking_id`) WHERE revoked_at IS NULL AND submitted_at IS NULL
review_requests	review_requests_token_hash_unique	token_hash	1	0	retain named index	CREATE UNIQUE INDEX `review_requests_token_hash_unique` ON `review_requests` (`token_hash`)
review_requests	sqlite_autoindex_review_requests_1	id	1	0	retain named index	
reviews	reviews_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `reviews_organization_id_idx` ON `reviews` (`organization_id`)
reviews	idx_reviews_product_status_created	product_id,status,created_at	0	0	retain named index	CREATE INDEX `idx_reviews_product_status_created` ON `reviews` (`product_id`,`status`,`created_at`)
reviews	idx_reviews_site_status	site_id,status,created_at	0	1	retain named index	CREATE INDEX `idx_reviews_site_status` ON `reviews` (`site_id`,`status`,`created_at`) WHERE location_id IS NULL
reviews	idx_reviews_location_status	location_id,status,created_at	0	0	retain named index	CREATE INDEX `idx_reviews_location_status` ON `reviews` (`location_id`,`status`,`created_at`)
reviews	idx_reviews_customer_id	customer_id	0	0	retain named index	CREATE INDEX `idx_reviews_customer_id` ON `reviews` (`customer_id`)
reviews	idx_reviews_request_id	review_request_id	0	0	retain named index	CREATE INDEX `idx_reviews_request_id` ON `reviews` (`review_request_id`)
reviews	sqlite_autoindex_reviews_1	id	1	0	retain named index	
session	session_userId_idx	userId	0	0	retain named index	CREATE INDEX `session_userId_idx` ON `session` (`userId`)
session	session_token_unique	token	1	0	retain named index	CREATE UNIQUE INDEX `session_token_unique` ON `session` (`token`)
session	sqlite_autoindex_session_1	id	1	0	retain named index	
site_analytics_daily	site_analytics_daily_site_id_date_unique	site_id,date	1	0	retain named index	CREATE UNIQUE INDEX `site_analytics_daily_site_id_date_unique` ON `site_analytics_daily` (`site_id`,`date`)
site_analytics_daily	site_analytics_daily_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_analytics_daily_organization_id_idx` ON `site_analytics_daily` (`organization_id`)
site_analytics_daily	sqlite_autoindex_site_analytics_daily_1	id	1	0	retain named index	
site_analytics_dimension_daily	site_analytics_dimension_daily_site_date_value_unique	site_id,date,dimension,value,subvalue	1	0	retain named index	CREATE UNIQUE INDEX `site_analytics_dimension_daily_site_date_value_unique` ON `site_analytics_dimension_daily` (`site_id`,`date`,`dimension`,`value`,`subvalue`)
site_analytics_dimension_daily	site_analytics_dimension_daily_site_date_idx	site_id,date	0	0	remove redundant prefix index	CREATE UNIQUE INDEX `site_analytics_dimension_daily_site_date_value_unique` ON `site_analytics_dimension_daily` (`site_id`,`date`,`dimension`,`value`,`subvalue`)
site_analytics_dimension_daily	site_analytics_dimension_daily_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_analytics_dimension_daily_organization_id_idx` ON `site_analytics_dimension_daily` (`organization_id`)
site_analytics_dimension_daily	sqlite_autoindex_site_analytics_dimension_daily_1	id	1	0	retain named index	
site_analytics_page_daily	site_analytics_page_daily_site_date_path_unique	site_id,date,page_path	1	0	retain named index	CREATE UNIQUE INDEX `site_analytics_page_daily_site_date_path_unique` ON `site_analytics_page_daily` (`site_id`,`date`,`page_path`)
site_analytics_page_daily	site_analytics_page_daily_site_date_idx	site_id,date	0	0	remove redundant prefix index	CREATE UNIQUE INDEX `site_analytics_page_daily_site_date_path_unique` ON `site_analytics_page_daily` (`site_id`,`date`,`page_path`)
site_analytics_page_daily	site_analytics_page_daily_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_analytics_page_daily_organization_id_idx` ON `site_analytics_page_daily` (`organization_id`)
site_analytics_page_daily	sqlite_autoindex_site_analytics_page_daily_1	id	1	0	retain named index	
site_analytics_sessions	site_analytics_sessions_site_session_unique	site_id,session_id	1	0	retain named index	CREATE UNIQUE INDEX `site_analytics_sessions_site_session_unique` ON `site_analytics_sessions` (`site_id`,`session_id`)
site_analytics_sessions	site_analytics_sessions_site_touch_started_idx	site_id,last_touch_source,last_touch_medium,started_at	0	0	retain named index	CREATE INDEX `site_analytics_sessions_site_touch_started_idx` ON `site_analytics_sessions` (`site_id`,`last_touch_source`,`last_touch_medium`,`started_at`)
site_analytics_sessions	site_analytics_sessions_site_visitor_started_idx	site_id,visitor_id,started_at	0	0	retain named index	CREATE INDEX `site_analytics_sessions_site_visitor_started_idx` ON `site_analytics_sessions` (`site_id`,`visitor_id`,`started_at`)
site_analytics_sessions	site_analytics_sessions_site_last_seen_idx	site_id,last_seen_at	0	0	retain named index	CREATE INDEX `site_analytics_sessions_site_last_seen_idx` ON `site_analytics_sessions` (`site_id`,`last_seen_at`)
site_analytics_sessions	site_analytics_sessions_site_started_idx	site_id,started_at	0	0	retain named index	CREATE INDEX `site_analytics_sessions_site_started_idx` ON `site_analytics_sessions` (`site_id`,`started_at`)
site_analytics_sessions	site_analytics_sessions_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_analytics_sessions_organization_id_idx` ON `site_analytics_sessions` (`organization_id`)
site_analytics_sessions	sqlite_autoindex_site_analytics_sessions_1	id	1	0	retain named index	
site_config	site_config_org_site_idx	organization_id,site_id	0	0	remove redundant prefix index	
site_config	sqlite_autoindex_site_config_1	organization_id,site_id,key	1	0	retain named index	
site_consultation_settings	site_consultation_settings_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_consultation_settings_organization_id_idx` ON `site_consultation_settings` (`organization_id`)
site_consultation_settings	site_consultation_settings_site_id_unique	site_id	1	0	retain named index	CREATE UNIQUE INDEX `site_consultation_settings_site_id_unique` ON `site_consultation_settings` (`site_id`)
site_consultation_settings	sqlite_autoindex_site_consultation_settings_1	id	1	0	retain named index	
site_conversion_events	site_conversion_events_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_conversion_events_organization_id_idx` ON `site_conversion_events` (`organization_id`)
site_conversion_events	site_conversion_events_entity_unique	site_id,event_name,entity_type,entity_id	1	1	retain named index	CREATE UNIQUE INDEX `site_conversion_events_entity_unique` ON `site_conversion_events` (`site_id`,`event_name`,`entity_type`,`entity_id`) WHERE "site_conversion_events"."entity_type" IS NOT NULL AND "site_conversion_events"."entity_id" IS NOT NULL AND "site_conversion_events"."event_name" IN ('contact_submit', 'reservation_submit', 'experience_booking_submit')
site_conversion_events	site_conversion_events_source_medium_created_idx	site_id,source,medium,created_at	0	0	retain named index	CREATE INDEX `site_conversion_events_source_medium_created_idx` ON `site_conversion_events` (`site_id`,`source`,`medium`,`created_at`)
site_conversion_events	site_conversion_events_entity_idx	site_id,entity_type,entity_id	0	0	retain named index	CREATE INDEX `site_conversion_events_entity_idx` ON `site_conversion_events` (`site_id`,`entity_type`,`entity_id`)
site_conversion_events	site_conversion_events_session_idx	site_id,session_id	0	0	retain named index	CREATE INDEX `site_conversion_events_session_idx` ON `site_conversion_events` (`site_id`,`session_id`)
site_conversion_events	site_conversion_events_name_created_idx	event_name,created_at	0	0	retain named index	CREATE INDEX `site_conversion_events_name_created_idx` ON `site_conversion_events` (`event_name`,`created_at`)
site_conversion_events	site_conversion_events_site_created_idx	site_id,created_at	0	0	retain named index	CREATE INDEX `site_conversion_events_site_created_idx` ON `site_conversion_events` (`site_id`,`created_at`)
site_conversion_events	sqlite_autoindex_site_conversion_events_1	id	1	0	retain named index	
site_domain_events	idx_site_domain_events_site	site_id,created_at	0	0	retain named index	CREATE INDEX `idx_site_domain_events_site` ON `site_domain_events` (`site_id`,`created_at`)
site_domain_events	idx_site_domain_events_domain	domain_id,created_at	0	0	retain named index	CREATE INDEX `idx_site_domain_events_domain` ON `site_domain_events` (`domain_id`,`created_at`)
site_domain_events	sqlite_autoindex_site_domain_events_1	id	1	0	retain named index	
site_domains	idx_site_domains_reconcile	status,next_check_at	0	0	retain named index	CREATE INDEX `idx_site_domains_reconcile` ON `site_domains` (`status`,`next_check_at`)
site_domains	idx_site_domains_one_canonical	site_id	1	1	retain named index	CREATE UNIQUE INDEX `idx_site_domains_one_canonical` ON `site_domains` (`site_id`) WHERE role = 'canonical' AND status = 'active'
site_domains	site_domains_org_site_idx	organization_id,site_id	0	0	retain named index	CREATE INDEX `site_domains_org_site_idx` ON `site_domains` (`organization_id`,`site_id`)
site_domains	site_domains_cloudflare_hostname_id_unique	cloudflare_hostname_id	1	0	retain named index	CREATE UNIQUE INDEX `site_domains_cloudflare_hostname_id_unique` ON `site_domains` (`cloudflare_hostname_id`)
site_domains	site_domains_domain_unique	domain	1	0	retain named index	CREATE UNIQUE INDEX `site_domains_domain_unique` ON `site_domains` (`domain`)
site_domains	sqlite_autoindex_site_domains_1	id	1	0	retain named index	
site_language_licenses	site_language_licenses_org_site_locale_unique	organization_id,site_id,locale	1	0	retain named index	CREATE UNIQUE INDEX `site_language_licenses_org_site_locale_unique` ON `site_language_licenses` (`organization_id`,`site_id`,`locale`)
site_language_licenses	site_language_licenses_subscription_item_idx	stripe_subscription_item_id	0	0	retain named index	CREATE INDEX `site_language_licenses_subscription_item_idx` ON `site_language_licenses` (`stripe_subscription_item_id`)
site_language_licenses	site_language_licenses_organization_status_idx	organization_id,status	0	0	retain named index	CREATE INDEX `site_language_licenses_organization_status_idx` ON `site_language_licenses` (`organization_id`,`status`)
site_language_licenses	sqlite_autoindex_site_language_licenses_1	id	1	0	retain named index	
site_link_items	site_link_items_site_idx	site_id	0	0	retain named index	CREATE INDEX `site_link_items_site_idx` ON `site_link_items` (`site_id`)
site_link_items	site_link_items_page_status_sort_idx	link_page_id,status,sort_order	0	0	retain named index	CREATE INDEX `site_link_items_page_status_sort_idx` ON `site_link_items` (`link_page_id`,`status`,`sort_order`)
site_link_items	sqlite_autoindex_site_link_items_1	id	1	0	retain named index	
site_link_pages	site_link_pages_organization_id_site_id_path_unique	organization_id,site_id,path	1	0	retain named index	CREATE UNIQUE INDEX `site_link_pages_organization_id_site_id_path_unique` ON `site_link_pages` (`organization_id`,`site_id`,`path`)
site_link_pages	site_link_pages_site_id_unique	site_id	1	0	retain named index	CREATE UNIQUE INDEX `site_link_pages_site_id_unique` ON `site_link_pages` (`site_id`)
site_link_pages	sqlite_autoindex_site_link_pages_1	id	1	0	retain named index	
site_locales	site_locales_organization_id_site_id_locale_unique	organization_id,site_id,locale	1	0	retain named index	CREATE UNIQUE INDEX `site_locales_organization_id_site_id_locale_unique` ON `site_locales` (`organization_id`,`site_id`,`locale`)
site_locales	idx_site_locales_one_source_per_site	organization_id,site_id	1	1	retain named index	CREATE UNIQUE INDEX `idx_site_locales_one_source_per_site` ON `site_locales` (`organization_id`,`site_id`) WHERE is_source = 1
site_locales	sqlite_autoindex_site_locales_1	id	1	0	retain named index	
site_pageview_events	idx_pageview_events_site_visitor	site_id,visitor_id	0	0	retain named index	CREATE INDEX `idx_pageview_events_site_visitor` ON `site_pageview_events` (`site_id`,`visitor_id`)
site_pageview_events	idx_pageview_events_session	site_id,session_id	0	0	retain named index	CREATE INDEX `idx_pageview_events_session` ON `site_pageview_events` (`site_id`,`session_id`)
site_pageview_events	site_pageview_events_site_created_idx	site_id,created_at	0	0	retain named index	CREATE INDEX `site_pageview_events_site_created_idx` ON `site_pageview_events` (`site_id`,`created_at`)
site_pageview_events	sqlite_autoindex_site_pageview_events_1	id	1	0	retain named index	
site_redirects	site_redirects_site_locale_from_path_unique	site_id,locale,from_path	1	0	retain named index	CREATE UNIQUE INDEX `site_redirects_site_locale_from_path_unique` ON `site_redirects` (`site_id`,`locale`,`from_path`)
site_redirects	site_redirects_owner_idx	owner_type,owner_id	0	0	retain named index	CREATE INDEX `site_redirects_owner_idx` ON `site_redirects` (`owner_type`,`owner_id`)
site_redirects	site_redirects_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_redirects_organization_id_idx` ON `site_redirects` (`organization_id`)
site_redirects	sqlite_autoindex_site_redirects_1	id	1	0	retain named index	
site_theme_tokens	site_theme_tokens_site_template_unique	site_id,template_slug	1	0	retain named index	CREATE UNIQUE INDEX `site_theme_tokens_site_template_unique` ON `site_theme_tokens` (`site_id`,`template_slug`)
site_theme_tokens	site_theme_tokens_organization_id_idx	organization_id	0	0	retain named index	CREATE INDEX `site_theme_tokens_organization_id_idx` ON `site_theme_tokens` (`organization_id`)
site_theme_tokens	sqlite_autoindex_site_theme_tokens_1	id	1	0	retain named index	
site_transfer_requests	idx_site_transfer_token	token	1	0	retain named index	CREATE UNIQUE INDEX `idx_site_transfer_token` ON `site_transfer_requests` (`token`)
site_transfer_requests	idx_site_transfer_site	site_id,status	0	0	retain named index	CREATE INDEX `idx_site_transfer_site` ON `site_transfer_requests` (`site_id`,`status`)
site_transfer_requests	idx_site_transfer_reminders	status,requires_payment,created_at	0	0	retain named index	CREATE INDEX `idx_site_transfer_reminders` ON `site_transfer_requests` (`status`,`requires_payment`,`created_at`)
site_transfer_requests	idx_site_transfer_pending	site_id	1	1	retain named index	CREATE UNIQUE INDEX `idx_site_transfer_pending` ON `site_transfer_requests` (`site_id`) WHERE status = 'pending'
site_transfer_requests	sqlite_autoindex_site_transfer_requests_1	id	1	0	retain named index	
sites	sites_created_at_idx	created_at	0	0	retain named index	CREATE INDEX `sites_created_at_idx` ON `sites` (`created_at`)
sites	sites_organization_id_idx	organization_id	0	0	remove redundant prefix index	CREATE UNIQUE INDEX `sites_organization_id_id_unique` ON `sites` (`organization_id`,`id`)
sites	idx_sites_custom_domain_unique	custom_domain	1	1	remove retired-field index	custom_domain
sites	sites_subdomain_unique	subdomain	1	0	retain named index	CREATE UNIQUE INDEX `sites_subdomain_unique` ON `sites` (`subdomain`)
sites	sites_slug_unique	slug	1	0	retain named index	CREATE UNIQUE INDEX `sites_slug_unique` ON `sites` (`slug`)
sites	sqlite_autoindex_sites_1	id	1	0	retain named index	
spent_subdomains	spent_subdomains_site_idx	site_id	0	0	retain named index	CREATE INDEX `spent_subdomains_site_idx` ON `spent_subdomains` (`site_id`)
spent_subdomains	sqlite_autoindex_spent_subdomains_1	domain	1	0	retain named index	
stripe_ga4_subscription_intents	stripe_ga4_subscription_intents_expiry_idx	status,expires_at	0	0	retain named index	CREATE INDEX `stripe_ga4_subscription_intents_expiry_idx` ON `stripe_ga4_subscription_intents` (`status`,`expires_at`)
stripe_ga4_subscription_intents	stripe_ga4_subscription_intents_organization_idx	organization_id,status,created_at	0	0	retain named index	CREATE INDEX `stripe_ga4_subscription_intents_organization_idx` ON `stripe_ga4_subscription_intents` (`organization_id`,`status`,`created_at`)
stripe_ga4_subscription_intents	stripe_ga4_subscription_intents_subscription_idx	stripe_subscription_id,status,created_at	0	0	retain named index	CREATE INDEX `stripe_ga4_subscription_intents_subscription_idx` ON `stripe_ga4_subscription_intents` (`stripe_subscription_id`,`status`,`created_at`)
stripe_ga4_subscription_intents	sqlite_autoindex_stripe_ga4_subscription_intents_1	id	1	0	retain named index	
stripe_invoice_payments	stripe_invoice_payments_subscription_idx	stripe_subscription_id,period_end	0	0	retain named index	CREATE INDEX `stripe_invoice_payments_subscription_idx` ON `stripe_invoice_payments` (`stripe_subscription_id`,`period_end`)
stripe_invoice_payments	stripe_invoice_payments_organization_idx	organization_id,period_end	0	0	retain named index	CREATE INDEX `stripe_invoice_payments_organization_idx` ON `stripe_invoice_payments` (`organization_id`,`period_end`)
stripe_invoice_payments	sqlite_autoindex_stripe_invoice_payments_1	stripe_invoice_id	1	0	retain named index	
stripe_subscription_versions	sqlite_autoindex_stripe_subscription_versions_1	stripe_subscription_id	1	0	retain named index	
stripe_webhook_events	stripe_webhook_events_retry_idx	status,next_attempt_at	0	0	retain named index	CREATE INDEX `stripe_webhook_events_retry_idx` ON `stripe_webhook_events` (`status`,`next_attempt_at`)
stripe_webhook_events	stripe_webhook_events_stripe_event_id_unique	stripe_event_id	1	0	retain named index	CREATE UNIQUE INDEX `stripe_webhook_events_stripe_event_id_unique` ON `stripe_webhook_events` (`stripe_event_id`)
stripe_webhook_events	sqlite_autoindex_stripe_webhook_events_1	id	1	0	retain named index	
subscription	subscription_status_idx	status	0	0	retain named index	CREATE INDEX `subscription_status_idx` ON `subscription` (`status`)
subscription	subscription_referenceId_idx	referenceId	0	0	retain named index	CREATE INDEX `subscription_referenceId_idx` ON `subscription` (`referenceId`)
subscription	subscription_stripeSubscriptionId_unique	stripeSubscriptionId	1	0	retain named index	CREATE UNIQUE INDEX `subscription_stripeSubscriptionId_unique` ON `subscription` (`stripeSubscriptionId`)
subscription	sqlite_autoindex_subscription_1	id	1	0	retain named index	
team	team_organizationId_idx	organizationId	0	0	retain named index	CREATE INDEX `team_organizationId_idx` ON `team` (`organizationId`)
team	sqlite_autoindex_team_1	id	1	0	retain named index	
teamMember	teamMember_userId_idx	userId	0	0	retain named index	CREATE INDEX `teamMember_userId_idx` ON `teamMember` (`userId`)
teamMember	teamMember_teamId_idx	teamId	0	0	retain named index	CREATE INDEX `teamMember_teamId_idx` ON `teamMember` (`teamId`)
teamMember	teamMember_membershipKey_unique	membershipKey	1	0	retain named index	CREATE UNIQUE INDEX `teamMember_membershipKey_unique` ON `teamMember` (`membershipKey`)
teamMember	sqlite_autoindex_teamMember_1	id	1	0	retain named index	
tenant_compliance	tenant_compliance_site_id_unique	site_id	1	0	retain named index	CREATE UNIQUE INDEX `tenant_compliance_site_id_unique` ON `tenant_compliance` (`site_id`)
tenant_compliance	sqlite_autoindex_tenant_compliance_1	id	1	0	retain named index	
tenant_page_variants	tenant_page_variants_site_locale_path_unique	site_id,locale,path	1	0	retain named index	CREATE UNIQUE INDEX `tenant_page_variants_site_locale_path_unique` ON `tenant_page_variants` (`site_id`,`locale`,`path`)
tenant_page_variants	tenant_page_variants_page_locale_unique	page_id,locale	1	0	retain named index	CREATE UNIQUE INDEX `tenant_page_variants_page_locale_unique` ON `tenant_page_variants` (`page_id`,`locale`)
tenant_page_variants	tenant_page_variants_page_idx	page_id	0	0	remove redundant prefix index	CREATE UNIQUE INDEX `tenant_page_variants_page_locale_unique` ON `tenant_page_variants` (`page_id`,`locale`)
tenant_page_variants	tenant_page_variants_site_path_idx	site_id,path	0	0	retain named index	CREATE INDEX `tenant_page_variants_site_path_idx` ON `tenant_page_variants` (`site_id`,`path`)
tenant_page_variants	sqlite_autoindex_tenant_page_variants_1	id	1	0	retain named index	
tenant_pages	tenant_pages_site_sort_idx	site_id,sort_order	0	0	retain named index	CREATE INDEX `tenant_pages_site_sort_idx` ON `tenant_pages` (`site_id`,`sort_order`)
tenant_pages	sqlite_autoindex_tenant_pages_1	id	1	0	retain named index	
themes	themes_slug_unique	slug	1	0	remove with retired table	slug
themes	sqlite_autoindex_themes_1	id	1	0	remove with retired table	id
usage_events	usage_events_organization_id_idempotency_key_unique	organization_id,idempotency_key	1	0	retain named index	CREATE UNIQUE INDEX `usage_events_organization_id_idempotency_key_unique` ON `usage_events` (`organization_id`,`idempotency_key`)
usage_events	usage_events_site_created_idx	site_id,created_at	0	0	retain named index	CREATE INDEX `usage_events_site_created_idx` ON `usage_events` (`site_id`,`created_at`)
usage_events	usage_events_organization_resource_created_idx	organization_id,resource,created_at	0	0	retain named index	CREATE INDEX `usage_events_organization_resource_created_idx` ON `usage_events` (`organization_id`,`resource`,`created_at`)
usage_events	sqlite_autoindex_usage_events_1	id	1	0	retain named index	
usage_quota_grants	usage_quota_grants_organization_id_idempotency_key_unique	organization_id,idempotency_key	1	0	retain named index	CREATE UNIQUE INDEX `usage_quota_grants_organization_id_idempotency_key_unique` ON `usage_quota_grants` (`organization_id`,`idempotency_key`)
usage_quota_grants	usage_quota_grants_active_idx	organization_id,resource,period_start,period_end	0	0	retain named index	CREATE INDEX `usage_quota_grants_active_idx` ON `usage_quota_grants` (`organization_id`,`resource`,`period_start`,`period_end`)
usage_quota_grants	sqlite_autoindex_usage_quota_grants_1	id	1	0	retain named index	
user	user_phoneNumber_unique	phoneNumber	1	0	retain named index	CREATE UNIQUE INDEX `user_phoneNumber_unique` ON `user` (`phoneNumber`)
user	user_email_unique	email	1	0	retain named index	CREATE UNIQUE INDEX `user_email_unique` ON `user` (`email`)
user	sqlite_autoindex_user_1	id	1	0	retain named index	
verification	sqlite_autoindex_verification_1	id	1	0	retain named index	
work_requests	idx_work_requests_status	status,priority,created_at	0	0	retain named index	CREATE INDEX `idx_work_requests_status` ON `work_requests` (`status`,`priority`,`created_at`)
work_requests	idx_work_requests_org	organization_id,status,created_at	0	0	retain named index	CREATE INDEX `idx_work_requests_org` ON `work_requests` (`organization_id`,`status`,`created_at`)
work_requests	sqlite_autoindex_work_requests_1	id	1	0	retain named index	
zaraz_sync_lock	sqlite_autoindex_zaraz_sync_lock_1	id	1	0	retain named index	
